Title	ItemNumber	ItemNumberLabel	GroupNumber	ItemCategory	CategoryName	ContosoDatabaseProductKey	ContosoProductID	html:About	UnitCost	UnitPrice	UnitPriceCurrency	UnitPriceLabel	Features	Brand	BrandLabel	Color	ColorLabel	Size	SizeUnit	SizeLabel	Weight	WeightUnit	WeightLabel	ScreenSize	ScreenSizeUnit	ScreenSizeLabel	Memory	MemoryUnit	MemoryLabel	HardDrive	HardDriveUnit	HardDriveLabel	Megapixels	MegapixelsUnit	MegapixelsLabel	Zoom	ZoomUnit	ZoomLabel	RefreshRate	RefreshRateUnit	RefreshRateLabel	NumberOfSpeakers	NumberOfSpeakersLabel	Storage	StorageUnit	StorageLabel	Volume	VolumeUnit	VolumeLabel	BTU	BTUUnit	BTULabel	Coverage	CoverageUnit	CoverageLabel	Campaign	OnSale	Discount	LanguageTag
Proseware All-In-One Photo Printer M200 Black	1050901	Item	10509	105	Printers, scanners and fax	653	306012	Affordable, high-performance all-in-one printer for home or office. Printer speed up to 32 ppm. Up to 4800 x 1200 dpi resolution. 35-sheet automatic sheet feeder. USB 2.0 interface.	$62,54 	$136,00 	$	Price		Proseware	Brand	Black	Color	14.5 x 17.7 x 5.7 	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Proseware All-In-One Photo Printer M200 Grey	1050902	Item	10509	105	Printers, scanners and fax	682	306041	Affordable, high-performance all-in-one printer for home or office. Printer speed up to 32 ppm. Up to 4800 x 1200 dpi resolution. 35-sheet automatic sheet feeder. USB 2.0 interface.	$62,54 	$136,00 	$	Price		Proseware	Brand	Grey	Color	14.5 x 17.7 x 5.7 	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Proseware All-In-One Photo Printer M200 White	1050903	Item	10509	105	Printers, scanners and fax	711	306070	Affordable, high-performance all-in-one printer for home or office. Printer speed up to 32 ppm. Up to 4800 x 1200 dpi resolution. 35-sheet automatic sheet feeder. USB 2.0 interface.	$62,54 	$136,00 	$	Price		Proseware	Brand	White	Color	14.5 x 17.7 x 5.7 	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Proseware All-In-One Photo Printer M200 Green	1050904	Item	10509	105	Printers, scanners and fax	730	306089	Affordable, high-performance all-in-one printer for home or office. Printer speed up to 32 ppm. Up to 4800 x 1200 dpi resolution. 35-sheet automatic sheet feeder. USB 2.0 interface.	$62,54 	$136,00 	$	Price		Proseware	Brand	Green	Color	14.5 x 17.7 x 5.7 	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Proseware Ink Jet Wireless  Printer M400 Black	1051001	Item	10510	105	Printers, scanners and fax	654	306013	All-in-one ink jet printer for outstanding photo, text and copy quality. 2 memory card readers. Printer speed up to 35 ppm. Up to 1200 x 1200 dpi resolution.	$59,32 	$129,00 	$	Price		Proseware	Brand	Black	Color	17.4 x 10 x 5.6	inches	Size	8,2	pounds	Weight																																	FALSE	FALSE		
Proseware Ink Jet Wireless Printer M400 Grey	1051002	Item	10510	105	Printers, scanners and fax	683	306042	All-in-one ink jet printer for outstanding photo, text and copy quality. 2 memory card readers. Printer speed up to 35 ppm. Up to 1200 x 1200 dpi resolution.	$59,32 	$129,00 	$	Price		Proseware	Brand	Grey	Color	17.4 x 10 x 5.6	inches	Size	8,2	pounds	Weight																																	FALSE	FALSE		
Proseware Ink Jet Wireless Printer M400 White	1051003	Item	10510	105	Printers, scanners and fax	712	306071	All-in-one ink jet printer for outstanding photo, text and copy quality. 2 memory card readers. Printer speed up to 35 ppm. Up to 1200 x 1200 dpi resolution.	$59,32 	$129,00 	$	Price		Proseware	Brand	White	Color	17.4 x 10 x 5.6	inches	Size	8,2	pounds	Weight																																	FALSE	FALSE		
Proseware Ink Jet Wireless Printer M400 Green	1051004	Item	10510	105	Printers, scanners and fax	731	306090	All-in-one ink jet printer for outstanding photo, text and copy quality. 2 memory card readers. Printer speed up to 35 ppm. Up to 1200 x 1200 dpi resolution.	$59,32 	$129,00 	$	Price		Proseware	Brand	Green	Color	'17.4 x 10 x 5.6	inches	Size	8,2	pounds	Weight																																	FALSE	FALSE		
Proseware Color Fax, Copier, Phone M250 Black	1051101	Item	10511	105	Printers, scanners and fax	660	306019	Inkjet fax, copier and phone. Large display for easy operation. Color copies up to 15 cpm. 150-sheet input paper tray. 100 speed dials in fax memory. USB 2.0 interface. 	$73,12 	$159,00 	$	Price		Proseware	Brand	Black	Color	'17 x 11.7 x 6.1	inches	Size	18	pounds	Weight																																	FALSE	FALSE		
Proseware Color Fax, Copier, Phone M250 Grey	1051102	Item	10511	105	Printers, scanners and fax	689	306048	Inkjet fax, copier and phone. Large display for easy operation. Color copies up to 15 cpm. 150-sheet input paper tray. 100 speed dials in fax memory. USB 2.0 interface. 	$73,12 	$159,00 	$	Price		Proseware	Brand	Grey	Color	'17 x 11.7 x 6.1	inches	Size	18	pounds	Weight																																	FALSE	FALSE		
Proseware Color Fax, Copier, Phone M250 White	1051103	Item	10511	105	Printers, scanners and fax	718	306077	Inkjet fax, copier and phone. Large display for easy operation. Color copies up to 15 cpm. 150-sheet input paper tray. 100 speed dials in fax memory. USB 2.0 interface. 	$73,12 	$159,00 	$	Price		Proseware	Brand	White	Color	'17 x 11.7 x 6.1	inches	Size	18	pounds	Weight																																	FALSE	FALSE		
Proseware Color Fax, Copier, Phone M250 Green	1051104	Item	10511	105	Printers, scanners and fax	737	306096	Inkjet fax, copier and phone. Large display for easy operation. Color copies up to 15 cpm. 150-sheet input paper tray. 100 speed dials in fax memory. USB 2.0 interface. 	$73,12 	$159,00 	$	Price		Proseware	Brand	Green	Color	'17 x 11.7 x 6.1	inches	Size	18	pounds	Weight																																	FALSE	FALSE		
Proseware All-in-One Printer M500 Black	1051201	Item	10512	105	Printers, scanners and fax	666	306025	4-in-1 printer for prints, copies, scans and faxes. Large display with low-ink alert for easy and secure operation. Printer speed up to 35 ppm. Max 2400 x 1200 dpi resolution.	$74,96 	$163,00 	$	Price		Proseware	Brand	Black	Color	13.6 x 22.1 x 20.7	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Proseware All-in-One Printer M500 Grey	1051202	Item	10512	105	Printers, scanners and fax	695	306054	4-in-1 printer for prints, copies, scans and faxes. Large display with low-ink alert for easy and secure operation. Printer speed up to 35 ppm. Max 2400 x 1200 dpi resolution.	$74,96 	$163,00 	$	Price		Proseware	Brand	Grey	Color	13.6 x 22.1 x 20.7	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Proseware All-in-One Printer M500 White	1051203	Item	10512	105	Printers, scanners and fax	724	306083	4-in-1 printer for prints, copies, scans and faxes. Large display with low-ink alert for easy and secure operation. Printer speed up to 35 ppm. Max 2400 x 1200 dpi resolution.	$74,96 	$163,00 	$	Price		Proseware	Brand	White	Color	13.6 x 22.1 x 20.7	inches	Size	12,8	pounds	Weight																																	FALSE	FALSE		
Contoso Cables To Go USB 2.0 E920 Black	1060101	Item	10601	106	Computer accessories	772	308030	High-speed USB 2.0 cable. Supports data transfer rates up to 480 Mbps. Type A-male to B-male connectors. Shielded for protection against EMI/RFI.	$6,07 	$11,90 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso USB Optical Mouse E200 Black	1060201	Item	10602	106	Computer accessories	767	308025	"Optical mouse with easy to use USB plug-and-play connectivity. 2-button design with scross wheel for easy navigation. 1250 dpi movement resolution. Operating distance up to 33""."	$7,90 	$15,50 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso USB Optical Mouse E200 Blue	1060202	Item	10602	106	Computer accessories	774	308032	"Optical mouse with easy to use USB plug-and-play connectivity. 2-button design with scross wheel for easy navigation. 1250 dpi movement resolution. Operating distance up to 33""."	$7,90 	$15,50 	$	Price		Contoso	Brand	Blue	Color																																							FALSE	FALSE		
Contoso USB Optical Mouse E200 White	1060203	Item	10602	106	Computer accessories	802	308060	"Optical mouse with easy to use USB plug-and-play connectivity. 2-button design with scross wheel for easy navigation. 1250 dpi movement resolution. Operating distance up to 33""."	$7,90 	$15,50 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso USB Optical Mouse E200 Grey	1060204	Item	10602	106	Computer accessories	832	308090	"Optical mouse with easy to use USB plug-and-play connectivity. 2-button design with scross wheel for easy navigation. 1250 dpi movement resolution. Operating distance up to 33""."	$7,90 	$15,50 	$	Price		Contoso	Brand	Grey	Color																																							FALSE	FALSE		
Contoso Laptop Keyboard X105 Black	1060301	Item	10603	106	Computer accessories	850	308108	Wireless keyboard with Bluetooth technology for easy connectivity. Specially designed keys for quiet typing. 5 hot keys for instant access to media features including Internet and e-mail. 	$76,50 	$230,90 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Laptop Keyboard X105 White	1060302	Item	10603	106	Computer accessories	851	308109	Wireless keyboard with Bluetooth technology for easy connectivity. Specially designed keys for quiet typing. 5 hot keys for instant access to media features including Internet and e-mail. 	$76,50 	$230,90 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso Laptop Keyboard X105 Blue	1060303	Item	10603	106	Computer accessories	852	308110	Wireless keyboard with Bluetooth technology for easy connectivity. Specially designed keys for quiet typing. 5 hot keys for instant access to media features including Internet and e-mail. 	$76,50 	$230,90 	$	Price		Contoso	Brand	Blue	Color																																							FALSE	FALSE		
Contoso Laptop Keyboard X105 Grey	1060304	Item	10603	106	Computer accessories	853	308111	Wireless keyboard with Bluetooth technology for easy connectivity. Specially designed keys for quiet typing. 5 hot keys for instant access to media features including Internet and e-mail. 	$76,50 	$230,90 	$	Price		Contoso	Brand	Grey	Color																																							FALSE	FALSE		
Contoso Wireless Mouse M35 Black	1060401	Item	10604	106	Computer accessories	858	308116	Wireless optical mouse with convenient snap-in receiver. 2-button design and scross wheel for customized use. Laser technology for high accuracy on almost any surface. Uses 2 AA batteries. 	$13,77 	$29,95 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Wireless Mouse M35 Yellow	1060402	Item	10604	106	Computer accessories	859	308117	Wireless optical mouse with convenient snap-in receiver. 2-button design and scross wheel for customized use. Laser technology for high accuracy on almost any surface. Uses 2 AA batteries. 	$13,77 	$29,95 	$	Price		Contoso	Brand	Yellow	Color																																							FALSE	FALSE		
Contoso Wireless Mouse M35 Blue	1060403	Item	10604	106	Computer accessories	860	308118	Wireless optical mouse with convenient snap-in receiver. 2-button design and scross wheel for customized use. Laser technology for high accuracy on almost any surface. Uses 2 AA batteries. 	$13,77 	$29,95 	$	Price		Contoso	Brand	Blue	Color																																							FALSE	FALSE		
Contoso Wireless Mouse M35 Pink	1060404	Item	10604	106	Computer accessories	861	308119	Wireless optical mouse with convenient snap-in receiver. 2-button design and scross wheel for customized use. Laser technology for high accuracy on almost any surface. Uses 2 AA batteries. 	$13,77 	$29,95 	$	Price		Contoso	Brand	Pink	Color																																							FALSE	FALSE		
Contoso Wireless Mouse M35 Red	1060405	Item	10604	106	Computer accessories	862	308120	Wireless optical mouse with convenient snap-in receiver. 2-button design and scross wheel for customized use. Laser technology for high accuracy on almost any surface. Uses 2 AA batteries. 	$13,77 	$29,95 	$	Price		Contoso	Brand	Red	Color																																							FALSE	FALSE		
Contoso Wireless Mouse M35 Green	1060406	Item	10604	106	Computer accessories	862	308120	Wireless optical mouse with convenient snap-in receiver. 2-button design and scross wheel for customized use. Laser technology for high accuracy on almost any surface. Uses 2 AA batteries. 	$13,77 	$29,95 	$	Price		Contoso	Brand	Green	Color																																							FALSE	FALSE		
Contoso Optical USB Mouse M45 Black	1060501	Item	10605	106	Computer accessories	863	308121	Optical USB mouse with an improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use. 1000 dpi movement resolution. Plug-and-play USB connectivity.	$23,45 	$50,99 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Optical USB Mouse M45 White	1060502	Item	10605	106	Computer accessories	864	308122	Optical USB mouse with an improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use. 1000 dpi movement resolution. Plug-and-play USB connectivity.	$23,45 	$50,99 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso Optical USB Mouse M45 Grey	1060503	Item	10605	106	Computer accessories	865	308123	Optical USB mouse with an improved wheel to make the scrolling up, down and sideways, faster, more comfortable and easier to use. 1000 dpi movement resolution. Plug-and-play USB connectivity.	$23,45 	$50,99 	$	Price		Contoso	Brand	Grey	Color																																							FALSE	FALSE		
Contoso Wireless Laser Mouse M55 Black	1060601	Item	10606	106	Computer accessories	866	308124	Wireless laser mouse. Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface. USB plug-and-play connectivity. Uses 2 AA batteries.	$32,19 	$69,99 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Wireless Laser Mouse M55 White	1060602	Item	10606	106	Computer accessories	867	308125	Wireless laser mouse. Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface. USB plug-and-play connectivity. Uses 2 AA batteries.	$32,19 	$69,99 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso Wireless Laser Mouse M55 Grey	1060603	Item	10606	106	Computer accessories	868	308126	Wireless laser mouse. Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface. USB plug-and-play connectivity. Uses 2 AA batteries.	$32,19 	$69,99 	$	Price		Contoso	Brand	Grey	Color																																							FALSE	FALSE		
Contoso Wireless Laser Mouse M55 Blue	1060604	Item	10606	106	Computer accessories	869	308127	Wireless laser mouse. Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface. USB plug-and-play connectivity. Uses 2 AA batteries.	$32,19 	$69,99 	$	Price		Contoso	Brand	Blue	Color																																							FALSE	FALSE		
Contoso Wireless Mouse X205 Black	1060701	Item	10607	106	Computer accessories	874	308132	"Wireless notebook mouse with extended battery life. Convenient snap-in receiver. PC and Mac compatible. Optical technology for secure and precise operation up to 35"". Uses 2 AA batteries."	$43,06 	$129,95 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Wireless Mouse X205 White	1060702	Item	10607	106	Computer accessories	875	308133	"Wireless notebook mouse with extended battery life. Convenient snap-in receiver. PC and Mac compatible. Optical technology for secure and precise operation up to 35"". Uses 2 AA batteries."	$43,06 	$129,95 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso Wireless  Mouse X205 Blue	1060703	Item	10607	106	Computer accessories	876	308134	"Wireless notebook mouse with extended battery life. Convenient snap-in receiver. PC and Mac compatible. Optical technology for secure and precise operation up to 35"". Uses 2 AA batteries."	$43,06 	$129,95 	$	Price		Contoso	Brand	Blue	Color																																							FALSE	FALSE		
Contoso Wireless Mouse X205 Grey	1060704	Item	10607	106	Computer accessories	877	308135	"Wireless notebook mouse with extended battery life. Convenient snap-in receiver. PC and Mac compatible. Optical technology for secure and precise operation up to 35"". Uses 2 AA batteries."	$43,06 	$129,95 	$	Price		Contoso	Brand	Grey	Color																																							FALSE	FALSE		
Contoso Wireless Mouse X205 Orange	1060705	Item	10607	106	Computer accessories	878	308136	"Wireless notebook mouse with extended battery life. Convenient snap-in receiver. PC and Mac compatible. Optical technology for secure and precise operation up to 35"". Uses 2 AA batteries."	$43,06 	$129,95 	$	Price		Contoso	Brand	Orange	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse X305 Black	1060801	Item	10608	106	Computer accessories	883	308141	"Notebook mouse with wireless connection to your PC with Bluetooth technology. Precise operation on almost any surface up to 35"". Low battery alert for secure operation.  Uses 2 AA batteries."	$49,70 	$150,00 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse X305 White	1060802	Item	10608	106	Computer accessories	884	308142	"Notebook mouse with wireless connection to your PC with Bluetooth technology. Precise operation on almost any surface up to 35"". Low battery alert for secure operation.  Uses 2 AA batteries."	$49,70 	$150,00 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse X305 Blue	1060803	Item	10608	106	Computer accessories	885	308143	"Notebook mouse with wireless connection to your PC with Bluetooth technology. Precise operation on almost any surface up to 35"". Low battery alert for secure operation.  Uses 2 AA batteries."	$49,70 	$150,00 	$	Price		Contoso	Brand	Blue	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse X305 Orange	1060804	Item	10608	106	Computer accessories	886	308144	"Notebook mouse with wireless connection to your PC with Bluetooth technology. Precise operation on almost any surface up to 35"". Low battery alert for secure operation.  Uses 2 AA batteries."	$49,70 	$150,00 	$	Price		Contoso	Brand	Orange	Color																																							FALSE	FALSE		
SV Keyboard E90 Silver	1060901	Item	10609	106	Computer accessories	895	308153	"Keyboard in cutting-edge design. Several hot keys for entertainment functions like Internet and e-mail.  Spill-resistant for protection against accidental spills. Highly reliable operation up to 32"" range."	$21,28 	$41,73 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
SV Keyboard E90 White	1060902	Item	10609	106	Computer accessories	896	308154	"Keyboard in cutting-edge design. Several hot keys for entertainment functions like Internet and e-mail.  Spill-resistant for protection against accidental spills. Highly reliable operation up to 32"" range."	$21,28 	$41,73 	$	Price		Southridge Video	Brand	White	Color																																							FALSE	FALSE		
SV Keyboard E90 Black	1060903	Item	10609	106	Computer accessories	897	308155	"Keyboard in cutting-edge design. Several hot keys for entertainment functions like Internet and e-mail.  Spill-resistant for protection against accidental spills. Highly reliable operation up to 32"" range."	$21,28 	$41,73 	$	Price		Southridge Video	Brand	Black	Color																																							FALSE	FALSE		
SV Keyboard E90 Grey	1060904	Item	10609	106	Computer accessories	898	308156	"Keyboard in cutting-edge design. Several hot keys for entertainment functions like Internet and e-mail.  Spill-resistant for protection against accidental spills. Highly reliable operation up to 32"" range."	$21,28 	$41,73 	$	Price		Southridge Video	Brand	Grey	Color																																							FALSE	FALSE		
SV 8GB USB Flash Memory E100 Pink	1061001	Item	10610	106	Computer accessories			8 GB flash memory memory stick for easy transport or sharing of media content and documents. Up to 14MB/sec record speed for fast data transfer. Compatible with most PCs and Macs. 	$10,17 	$19,99 	$	Price		Southridge Video	Brand	Pink	Color																																							FALSE	FALSE		
SV 8GB USB Flash Memory E100 Blue	1061002	Item	10610	106	Computer accessories			8 GB flash memory memory stick for easy transport or sharing of media content and documents. Up to 14MB/sec record speed for fast data transfer. Compatible with most PCs and Macs. 	$10,17 	$19,99 	$	Price		Southridge Video	Brand	Blue	Color																																							FALSE	FALSE		
SV 8GB USB Flash Memory E100 White	1061003	Item	10610	106	Computer accessories			8 GB flash memory memory stick for easy transport or sharing of media content and documents. Up to 14MB/sec record speed for fast data transfer. Compatible with most PCs and Macs. 	$10,17 	$19,99 	$	Price		Southridge Video	Brand	White	Color																																							FALSE	FALSE		
SV 8GB USB Flash Memory E100 Black	1061004	Item	10610	106	Computer accessories			8 GB flash memory memory stick for easy transport or sharing of media content and documents. Up to 14MB/sec record speed for fast data transfer. Compatible with most PCs and Macs. 	$10,17 	$19,99 	$	Price		Southridge Video	Brand	Black	Color																																							FALSE	FALSE		
SV 16GB USB Flash Memory E300 Red	1061101	Item	10611	106	Computer accessories			16 GB flash memory stick. Compatible with most PCs and Macs. Backward compatible with USB 1.0. Up to 14MB/sec record speed for fast data transfer of media content or documents.	$15,26 	$29,99 	$	Price		Southridge Video	Brand	Red	Color																																							FALSE	FALSE		
SV 16GB USB Flash Memory E300 Silver	1061102	Item	10611	106	Computer accessories			16 GB flash memory stick. Compatible with most PCs and Macs. Backward compatible with USB 1.0. Up to 14MB/sec record speed for fast data transfer of media content or documents.	$15,26 	$29,99 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
SV 16GB USB Flash Memory E300 Blue	1061103	Item	10611	106	Computer accessories			16 GB flash memory stick. Compatible with most PCs and Macs. Backward compatible with USB 1.0. Up to 14MB/sec record speed for fast data transfer of media content or documents.	$15,26 	$29,99 	$	Price		Southridge Video	Brand	Blue	Color																																							FALSE	FALSE		
SV 16GB USB Flash Memory E300 Yellow	1061104	Item	10611	106	Computer accessories			16 GB flash memory stick. Compatible with most PCs and Macs. Backward compatible with USB 1.0. Up to 14MB/sec record speed for fast data transfer of media content or documents.	$15,26 	$29,99 	$	Price		Southridge Video	Brand	Yellow	Color																																							FALSE	FALSE		
SV 32GB USB Flash Memory E500 Red	1061201	Item	10612	106	Computer accessories			32 GB flash memory stick for secure transport and sharing of large media files and documents. Up to 14MB/sec record speed. Compatible with most PCs and Macs. 	$40,71 	$79,99 	$	Price		Southridge Video	Brand	Red	Color																																							FALSE	FALSE		
SV 32GB USB Flash Memory E500 Silver	1061202	Item	10612	106	Computer accessories			32 GB flash memory stick for secure transport and sharing of large media files and documents. Up to 14MB/sec record speed. Compatible with most PCs and Macs. 	$40,71 	$79,99 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
SV 32GB USB Flash Memory E500 Blue	1061203	Item	10612	106	Computer accessories			32 GB flash memory stick for secure transport and sharing of large media files and documents. Up to 14MB/sec record speed. Compatible with most PCs and Macs. 	$40,71 	$79,99 	$	Price		Southridge Video	Brand	Blue	Color																																							FALSE	FALSE		
SV 32GB USB Flash Memory E500 Yellow	1061204	Item	10612	106	Computer accessories			32 GB flash memory stick for secure transport and sharing of large media files and documents. Up to 14MB/sec record speed. Compatible with most PCs and Macs. 	$40,71 	$79,99 	$	Price		Southridge Video	Brand	Yellow	Color																																							FALSE	FALSE		
SV 64GB USB Flash Memory E1000 Silver	1061301	Item	10613	106	Computer accessories			Large capacity 64 GB flash stick for secure storage and sharing of all types of media files and documents. Compatible with most PCs and Macs. Backward compatible with USB 1.0. 	$50,89 	$99,99 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
SV 64GB USB Flash Memory E1000 Black	1061302	Item	10613	106	Computer accessories			Large capacity 64 GB flash stick for secure storage and sharing of all types of media files and documents. Compatible with most PCs and Macs. Backward compatible with USB 1.0. 	$50,89 	$99,99 	$	Price		Southridge Video	Brand	Black	Color																																							FALSE	FALSE		
SV 64GB USB Flash Memory E1000 White	1061303	Item	10613	106	Computer accessories			Large capacity 64 GB flash stick for secure storage and sharing of all types of media files and documents. Compatible with most PCs and Macs. Backward compatible with USB 1.0. 	$50,89 	$99,99 	$	Price		Southridge Video	Brand	White	Color																																							FALSE	FALSE		
SV 64GB USB Flash Memory E1000 Grey	1061304	Item	10613	106	Computer accessories			Large capacity 64 GB flash stick for secure storage and sharing of all types of media files and documents. Compatible with most PCs and Macs. Backward compatible with USB 1.0. 	$50,89 	$99,99 	$	Price		Southridge Video	Brand	Grey	Color																																							FALSE	FALSE		
SV Keyboard E10 Silver	1061401	Item	106014	106	Computer accessories	899	308157	Keyboard with responsive quiet-touch keys. 4 hot keys for frequently used entertainment functions and volume control. Spill-resistant protection design. Plug-and-play USB for easy connectivity. PC and Mac compatible.	$22,43 	$44,00 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
SV Keyboard E10 White	1061402	Item	106014	106	Computer accessories	900	308158	Keyboard with responsive quiet-touch keys. 4 hot keys for frequently used entertainment functions and volume control. Spill-resistant protection design. Plug-and-play USB for easy connectivity. PC and Mac compatible.	$22,43 	$44,00 	$	Price		Southridge Video	Brand	White	Color																																							FALSE	FALSE		
SV Keyboard E10 Black	1061403	Item	106014	106	Computer accessories	901	308159	Keyboard with responsive quiet-touch keys. 4 hot keys for frequently used entertainment functions and volume control. Spill-resistant protection design. Plug-and-play USB for easy connectivity. PC and Mac compatible.	$22,43 	$44,00 	$	Price		Southridge Video	Brand	Black	Color																																							FALSE	FALSE		
SV Keyboard E10 Grey	1061404	Item	106014	106	Computer accessories	902	308160	Keyboard with responsive quiet-touch keys. 4 hot keys for frequently used entertainment functions and volume control. Spill-resistant protection design. Plug-and-play USB for easy connectivity. PC and Mac compatible.	$22,43 	$44,00 	$	Price		Southridge Video	Brand	Grey	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse E70 Black	1061501	Item	10615	106	Computer accessories	887	308145	Notebook mouse with wireless connection to your PC with bluetooth technology. Ambidextrous design for comfortable right- or lift-handed use. Laser technology for reliable use on almost any surface.	$25,49 	$50,00 	$	Price		Contoso	Brand	Black	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse E70 White	1061502	Item	10615	106	Computer accessories	888	308146	Notebook mouse with wireless connection to your PC with bluetooth technology. Ambidextrous design for comfortable right- or lift-handed use. Laser technology for reliable use on almost any surface.	$25,49 	$50,00 	$	Price		Contoso	Brand	White	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse E70 Silver	1061503	Item	10615	106	Computer accessories	889	308147	Notebook mouse with wireless connection to your PC with bluetooth technology. Ambidextrous design for comfortable right- or lift-handed use. Laser technology for reliable use on almost any surface.	$25,49 	$50,00 	$	Price		Contoso	Brand	Silver	Color																																							FALSE	FALSE		
Contoso Bluetooth Mouse E70 Grey	1061504	Item	10615	106	Computer accessories	890	308148	Notebook mouse with wireless connection to your PC with bluetooth technology. Ambidextrous design for comfortable right- or lift-handed use. Laser technology for reliable use on almost any surface.	$25,49 	$50,00 	$	Price		Contoso	Brand	Grey	Color																																							FALSE	FALSE		
A. Datum Compact Digital Camera M200 Black	2010101	Item	20101	201	Digital cameras	944	401001	Easy-to-use compact digital camera for capturing stunning pictures and video. With a 2.7 in color LCD screen and 4x optical zoom it is a good choice for the home and vacation photographer.  	$59,32 	$129,00 	$	Price		A. Datum	Brand	Black	Color	3.7 x 0.9 x 2	inches	Size				2,7	inches	Screen size							12,1		Megapixels	4	x	Optical zoom																		FALSE	FALSE		
A. Datum Compact Digital Camera M200 Silver	2010102	Item	20101	201	Digital cameras	958	401015	Easy-to-use compact digital camera for capturing stunning pictures and video. With a 2.7 in color LCD screen and 4x optical zoom it is a good choice for the home and vacation photographer.  	$59,32 	$129,00 	$	Price		A. Datum	Brand	Silver	Color	3.7 x 0.9 x 2	inches	Size				2,7	inches	Screen size							12,1		Megapixels	4	x	Optical zoom																		FALSE	FALSE		
A. Datum Compact Digital Camera M200 Blue	2010103	Item	20101	201	Digital cameras	972	401029	Easy-to-use compact digital camera for capturing stunning pictures and video. With a 2.7 in color LCD screen and 4x optical zoom it is a good choice for the home and vacation photographer.  	$59,32 	$129,00 	$	Price		A. Datum	Brand	Blue	Color	3.7 x 0.9 x 2	inches	Size				2,7	inches	Screen size							12,1		Megapixels	4	x	Optical zoom																		FALSE	FALSE		
A. Datum Ultra Compact Digital Camera M190 Silver	2010201	Item	20102	201	Digital cameras	989	401046	Pocket camera with very good print image quality. High sharpness, good color, focus, and contrast. 	$75,88 	$165,00 	$	Price		A. Datum	Brand	Silver	Color	3.7 x 1 x 2.6	inches	Size				3	inches	Screen size							12,1		Megapixels	4	x	Optical zoom																		FALSE	FALSE		
A. Datum Ultra Compact Digital Camera M190 Red	2010202	Item	20102	201	Digital cameras	1003	401060	Pocket camera with very good print image quality. High sharpness, good color, focus, and contrast. 	$75,88 	$165,00 	$	Price		A. Datum	Brand	Red	Color	3.7 x 1 x 2.6	inches	Size				3	inches	Screen size							12,1		Megapixels	4	x	Optical zoom																		FALSE	FALSE		
A. Datum Ultra Compact Digital Camera M190 Green	2010203	Item	20102	201	Digital cameras	1017	401074	Pocket camera with very good print image quality. High sharpness, good color, focus, and contrast. 	$75,88 	$165,00 	$	Price		A. Datum	Brand	Green	Color	3.7 x 1 x 2.6	inches	Size				3	inches	Screen size							12,1		Megapixels	4	x	Optical zoom																		FALSE	FALSE		
